mean_PSD,STD_PSD,A_mean,A_STD,A_Var,A_range,A_skew,A_kurtosis,Permutation_E,Spectral_E,SVD_E,Approximate_E,Sample_E,Petrosian_FD,Katz_FD,Higuchi_FD,Detrended fluctuation analysis,Patient Number,Label
0.6667076134671064,1.1297084654278373,0.5228074914671768,6.610550220721227,46.226833765556556,35.29658074166685,0.2696847133905542,0.06377726511499504,0.9215886523108576,0.826679688277724,0.8797136586677029,1.29731822432016,1.426703580502212,1.0240248270035524,3.909458823572458,1.712382338091507,0.939705657889199,0.0,1.0
0.8300720122319621,1.315155481992705,0.1443449789213682,6.972489431736965,52.18060808007203,35.66114828707888,0.3389036307379734,0.07282262356158135,0.9338340254076851,0.8625973886705693,0.9114062327760859,1.338225194402542,1.4605307996288672,1.0254431814639038,3.807509863253866,1.7529427863904385,0.925464698158212,0.0,1.0
0.8991903207513298,1.3685194077643696,0.2337855171358341,7.391479407295182,58.7659512340502,35.680413896860884,0.2990786441459788,-0.15002920770276634,0.9488006172446267,0.8652981114836072,0.9261871044996658,1.3750984973945448,1.5097997211443617,1.0271324816240253,4.0463108913231265,1.790270195106364,0.8803374725956531,0.0,1.0
0.9200653091418195,1.2548609654941434,0.6658926911215396,7.52931661158764,60.67949984922918,35.361832963213,0.24185767836856623,-0.2539742495714692,0.9410323289880498,0.8748378420332665,0.9225156181696933,1.3684121902493975,1.387347283408707,1.0264641599573545,4.446513954942171,1.7871175014689806,0.8819283939827303,0.0,1.0
0.857681642535065,1.2992013634784232,0.3008098376334969,7.274365209747769,55.87549863438509,35.468512303172034,0.2756256122291862,-0.11632813265885147,0.9279391042885992,0.8575029466367546,0.9100014322593921,1.332872482941467,1.3495058303821525,1.025280748502255,3.9174109630734284,1.7777599649754963,0.8923144643745549,0.0,1.0
0.7941432560894098,1.160293012798219,0.07378816325150683,6.897319237210345,50.12159499294283,35.58700082286768,0.267323093021029,-0.006534622285949476,0.9266442705417797,0.862553880273093,0.8998394872398795,1.3372396866040062,1.5192183808576114,1.0248055882579268,3.849665598076603,1.7707899195034071,0.8973250811964382,0.0,1.0
0.6566877893995919,0.9045264652267064,0.12363587783438744,6.402078574387998,43.412517104716756,35.199527591318066,0.16203575506508042,-0.03844861065305451,0.9317641639578927,0.856280001244491,0.895633266385336,1.3340911145017658,1.6085604565601106,1.0250231525488664,3.6528840623115246,1.7595747667589265,0.8531971881372515,0.0,1.0
0.676506840999429,1.0283599440139277,0.1668210912818809,6.343887611432696,42.401215890275566,34.59630139108793,0.19098021423833475,0.09512866463650695,0.9281315849301748,0.852338689675782,0.9002642032946371,1.313403495426556,1.4944734876766859,1.0247400597477598,3.901611225478279,1.7456729254142296,0.8903818897865928,0.0,1.0
0.6844202258738016,0.9564830001266617,0.22733776246574897,6.3635849955433965,42.515278812075906,35.22090267371831,0.22041251404068135,0.14589819840428633,0.9286816585587395,0.862350537111092,0.9072980686046102,1.3205562659224863,1.5112503433706064,1.0248141273120008,3.79135306499623,1.7757294268779777,0.8813665028431504,0.0,1.0
0.5824848277035778,0.7567499405167146,0.14552817264764242,6.0848208347081405,38.96256802311581,34.65155624935588,0.15734957809847558,0.06419154870203088,0.9304369720662676,0.8640769707400838,0.8995564407266452,1.331327651963128,1.6211387701272841,1.0249430382037263,3.520682812799964,1.7685880829953369,0.8428873096858113,0.0,1.0
0.617129245387194,0.9223023643729118,0.1084692117908491,6.180026193759361,40.30843996162769,35.07080549878985,0.11884158204016267,0.00586168464689247,0.9247835647334979,0.8443454235441383,0.8848982075786227,1.312533156735612,1.571221683858074,1.0243542602948155,3.4551651131072014,1.7206765581410128,0.865171408081353,0.0,1.0
0.7035027936544005,1.1216311710512792,0.09329970219299309,6.551814825517431,45.8572877806816,35.562699409966335,0.2844464698500615,0.18911444091825677,0.9115936252273392,0.835464660008235,0.8892729611203191,1.2680274640898281,1.193381042840562,1.023344180518742,3.3685414097636612,1.7024528137077148,0.8991934462439447,0.0,1.0
0.808603112002783,1.112254760834646,0.13696753832046357,6.906507045575341,50.922657757595914,35.765015670725276,0.3821672245370265,0.2518240247047621,0.9124938885003322,0.8766283103931295,0.9126149023917238,1.2368362086487337,0.879609384529824,1.023838637917817,3.7016247126752524,1.7543944618966052,0.8847608087513239,0.0,1.0
0.8964660088245112,1.245760953940805,0.7987290839161796,7.344884825254694,57.07439929414908,35.95756298371259,0.32805299792339104,0.060703112865777245,0.9148418359032322,0.8726547542064841,0.9278140700986554,1.2573583661147958,0.9633380957249251,1.0249353840138158,4.323976448274793,1.789210037774135,0.9013509315199638,0.0,1.0
0.8974176259621374,1.3479379260919244,0.6887450506094778,7.314259293617589,56.997325697720726,36.0777167291018,0.3881264201033304,0.1510721918675557,0.8961626850972516,0.8639182739673731,0.9155516667791578,1.2208029638738915,0.9459063360758238,1.0236801789638947,3.9240518271829847,1.7656078547865555,0.9077921517293845,0.0,1.0
